Magic,Symbol,Signal,EntryPrice,StopLoss,TakeProfit,LotSize,Timestamp
123450,EURUSD,BUY,1.11113,1.10688,1.11988,0.04,2025-10-23 18:32:23
123451,XAUCAD,BUY,3621.79459,3621.79004,3621.80135,0.08,2025-10-23 18:48:23
123452,USDCAD,BUY,1.36113,1.35812,1.36559,0.04,2025-10-23 18:40:23
123453,EURUSD,SELL,1.10169,1.10634,1.09286,0.02,2025-10-23 18:25:23
123454,XAUUSD,BUY,2650.91539,2650.91093,2650.92449,0.03,2025-10-23 18:45:23
123455,USDJPY,SELL,150.22789,150.59014,149.41095,0.06,2025-10-23 18:27:23
123456,XAUAUD,BUY,4068.66759,4068.66487,4068.67667,0.01,2025-10-23 18:13:23
123457,XAUUSD,BUY,2663.18312,2663.17915,2663.19257,0.09,2025-10-23 18:14:23
123458,XAUGBP,BUY,2105.37388,2105.36942,2105.3818,0.09,2025-10-23 18:11:23
123459,XAUCAD,BUY,3634.10762,3634.10394,3634.11217,0.06,2025-10-23 18:13:23
123460,USDCHF,BUY,0.88474,0.8812,0.89467,0.07,2025-10-23 18:32:23
123461,XAUEUR,SELL,2429.11457,2429.11749,2429.10828,0.05,2025-10-23 18:55:23
123462,XAUAUD,SELL,4055.26621,4055.26946,4055.25988,0.08,2025-10-23 18:24:23
123463,XAUCAD,BUY,3619.61807,3619.61567,3619.6278,0.07,2025-10-23 18:16:23
123464,XAUAUD,BUY,4034.66429,4034.66154,4034.67399,0.08,2025-10-23 18:13:23
2025-11-02 05:53:14,EURUSD,HOLD,1.0970949148159221,0.7389834756435428
2025-11-02 05:53:14,GBPUSD,HOLD,1.273810614884626,0.9176710628619746
2025-11-02 05:53:14,USDJPY,BUY,1.2491421142331245,0.8718518121332128
2025-11-02 05:54:14,EURUSD,HOLD,1.0789047843621278,0.87207069877721
2025-11-02 05:54:14,GBPUSD,BUY,1.2995036906538187,0.7801554163632264
2025-11-02 05:54:14,USDJPY,SELL,1.280796910206015,0.633292538815034
2025-11-02 05:55:14,EURUSD,BUY,1.107814482014819,0.6075893879725393
2025-11-02 05:55:14,GBPUSD,BUY,1.2222565823357159,0.6272598714698676
2025-11-02 05:55:14,USDJPY,SELL,1.253805390929064,0.60493361927231
2025-11-02 05:56:14,EURUSD,SELL,1.1124561270125537,0.8325552573164231
2025-11-02 05:56:14,GBPUSD,SELL,1.2703629458064152,0.9173228276233374
2025-11-02 05:56:14,USDJPY,HOLD,1.2541777953476054,0.8544594749135214
2025-11-02 05:57:14,EURUSD,SELL,1.0998858272981298,0.8455659898692105
2025-11-02 05:57:14,GBPUSD,SELL,1.2489911121128234,0.7487684189671587
2025-11-02 05:57:14,USDJPY,HOLD,1.2148438277644424,0.7090049245977985
2025-11-02 05:58:14,EURUSD,BUY,1.0621335814914437,0.624587245321141
2025-11-02 05:58:14,GBPUSD,BUY,1.296727975891918,0.7013751646155455
2025-11-02 05:58:14,USDJPY,SELL,1.2682076275554695,0.7552038388629432
2025-11-02 05:59:14,EURUSD,BUY,1.0892397594926737,0.9083720527508901
2025-11-02 05:59:14,GBPUSD,BUY,1.203560451426576,0.7387810454747996
2025-11-02 05:59:14,USDJPY,BUY,1.2799096648782686,0.7463672164485733
2025-11-02 06:00:14,EURUSD,SELL,1.0571007214479458,0.901285649586782
2025-11-02 06:00:14,GBPUSD,HOLD,1.2128924429983339,0.723407065921953
2025-11-02 06:00:14,USDJPY,HOLD,1.2033834699941655,0.682632743399343
